m,TagName,
"2016-11-01 00:00:00","java","15674"
"2016-11-01 00:00:00","ruby","1759"
"2016-11-01 00:00:00","c++","6099"
"2016-11-01 00:00:00","php","11979"
"2016-11-01 00:00:00","r","3565"
"2016-11-01 00:00:00","go","477"
"2016-11-01 00:00:00","perl","376"
"2016-11-01 00:00:00","swift","4366"
"2016-12-01 00:00:00","assembly","314"
"2016-12-01 00:00:00","java","13859"
"2016-12-01 00:00:00","r","3152"
"2016-12-01 00:00:00","delphi","252"
"2016-12-01 00:00:00","perl","338"
"2016-12-01 00:00:00","javascript","19822"
"2016-12-01 00:00:00","c","2800"
"2016-12-01 00:00:00","c#","10700"
"2016-12-01 00:00:00","php","11498"
"2016-12-01 00:00:00","go","497"
"2016-12-01 00:00:00","ruby","1629"
"2016-12-01 00:00:00","python","13070"
"2016-12-01 00:00:00","c++","5240"
"2016-12-01 00:00:00","swift","3944"
"2017-01-01 00:00:00","assembly","306"
"2017-01-01 00:00:00","c++","5658"
"2017-01-01 00:00:00","java","14595"
"2017-01-01 00:00:00","c#","11701"
"2017-01-01 00:00:00","delphi","285"
"2017-01-01 00:00:00","javascript","21425"
"2017-01-01 00:00:00","c","2764"
"2017-01-01 00:00:00","go","562"
"2017-01-01 00:00:00","php","12650"
"2017-01-01 00:00:00","ruby","1823"
"2017-01-01 00:00:00","perl","326"
"2017-01-01 00:00:00","swift","4344"
"2017-01-01 00:00:00","python","14305"
"2017-01-01 00:00:00","r","3495"
"2017-02-01 00:00:00","python","14798"
"2017-02-01 00:00:00","java","14594"
"2017-02-01 00:00:00","assembly","301"
"2017-02-01 00:00:00","javascript","21204"
"2017-02-01 00:00:00","c","2729"
"2017-02-01 00:00:00","c#","11503"
"2017-02-01 00:00:00","perl","410"
"2017-02-01 00:00:00","ruby","1630"
"2017-02-01 00:00:00","delphi","304"
"2017-02-01 00:00:00","c++","5177"
"2017-02-01 00:00:00","php","12530"
"2017-02-01 00:00:00","swift","4068"
"2017-02-01 00:00:00","go","554"
"2017-02-01 00:00:00","r","3682"
"2017-03-01 00:00:00","delphi","304"
"2017-03-01 00:00:00","assembly","373"
"2017-03-01 00:00:00","c++","6232"
"2017-03-01 00:00:00","c","2972"
"2017-03-01 00:00:00","c#","12996"
"2017-03-01 00:00:00","java","17337"
"2017-03-01 00:00:00","python","17149"
"2017-03-01 00:00:00","perl","416"
"2017-03-01 00:00:00","javascript","23729"
"2017-03-01 00:00:00","r","4604"
"2017-03-01 00:00:00","ruby","1792"
"2017-03-01 00:00:00","go","654"
"2017-03-01 00:00:00","swift","4622"
"2017-03-01 00:00:00","php","14098"
"2017-04-01 00:00:00","c#","11101"
"2017-04-01 00:00:00","c","2861"
"2017-04-01 00:00:00","c++","5889"
"2017-04-01 00:00:00","python","15660"
"2017-04-01 00:00:00","javascript","21264"
"2017-04-01 00:00:00","go","507"
"2017-04-01 00:00:00","php","12456"
"2017-04-01 00:00:00","assembly","317"
"2017-04-01 00:00:00","ruby","1489"
"2017-04-01 00:00:00","java","15951"
"2017-04-01 00:00:00","swift","3926"
"2017-04-01 00:00:00","delphi","264"
"2017-04-01 00:00:00","r","4266"
"2017-04-01 00:00:00","perl","371"
"2017-05-01 00:00:00","delphi","319"
"2017-05-01 00:00:00","java","16358"
"2017-05-01 00:00:00","r","4323"
"2017-05-01 00:00:00","php","13061"
"2017-05-01 00:00:00","assembly","349"
"2017-05-01 00:00:00","c","2746"
"2017-05-01 00:00:00","perl","357"
"2017-05-01 00:00:00","c#","12001"
"2017-05-01 00:00:00","python","16204"
"2017-05-01 00:00:00","javascript","22413"
"2017-05-01 00:00:00","c++","5309"
"2017-05-01 00:00:00","go","587"
"2017-05-01 00:00:00","ruby","1520"
"2017-05-01 00:00:00","swift","4103"
"2017-06-01 00:00:00","javascript","21607"
"2017-06-01 00:00:00","perl","319"
"2017-06-01 00:00:00","c","2356"
"2017-06-01 00:00:00","go","575"
"2017-06-01 00:00:00","c#","11315"
"2017-06-01 00:00:00","assembly","240"
"2017-06-01 00:00:00","c++","4698"
"2017-06-01 00:00:00","python","16047"
"2017-06-01 00:00:00","java","14635"
"2017-06-01 00:00:00","r","4454"
"2017-06-01 00:00:00","ruby","1417"
"2017-06-01 00:00:00","delphi","246"
"2017-06-01 00:00:00","swift","4208"
"2017-06-01 00:00:00","php","11786"
"2017-07-01 00:00:00","c#","11211"
"2017-07-01 00:00:00","javascript","21632"
"2017-07-01 00:00:00","python","16942"
"2017-07-01 00:00:00","c","2054"
"2017-07-01 00:00:00","java","14165"
"2017-07-01 00:00:00","php","11806"
"2017-07-01 00:00:00","c++","5028"
"2017-07-01 00:00:00","assembly","222"
"2017-07-01 00:00:00","swift","4355"
"2017-07-01 00:00:00","ruby","1522"
"2017-07-01 00:00:00","delphi","207"
"2017-07-01 00:00:00","perl","332"
"2017-07-01 00:00:00","go","657"
"2017-07-01 00:00:00","r","4588"
"2017-08-01 00:00:00","java","13770"
"2017-08-01 00:00:00","delphi","290"
"2017-08-01 00:00:00","assembly","216"
"2017-08-01 00:00:00","c#","10959"
"2017-08-01 00:00:00","c","2051"
"2017-08-01 00:00:00","python","16480"
"2017-08-01 00:00:00","go","612"
"2017-08-01 00:00:00","c++","4802"
"2017-08-01 00:00:00","javascript","21370"
"2017-08-01 00:00:00","ruby","1394"
"2017-08-01 00:00:00","perl","356"
"2017-08-01 00:00:00","swift","4191"
"2017-08-01 00:00:00","r","4576"
"2017-08-01 00:00:00","php","11679"
"2017-09-01 00:00:00","assembly","229"
"2017-09-01 00:00:00","c#","9884"
"2017-09-01 00:00:00","c","2103"
"2017-09-01 00:00:00","python","15467"
"2017-09-01 00:00:00","java","12774"
"2017-09-01 00:00:00","delphi","262"
"2017-09-01 00:00:00","go","544"
"2017-09-01 00:00:00","c++","4479"
"2017-09-01 00:00:00","perl","298"
"2017-09-01 00:00:00","javascript","19005"
"2017-09-01 00:00:00","r","4224"
"2017-09-01 00:00:00","ruby","1223"
"2017-09-01 00:00:00","php","10719"
"2017-09-01 00:00:00","swift","3782"
"2017-10-01 00:00:00","javascript","19895"
"2017-10-01 00:00:00","c","2787"
"2017-10-01 00:00:00","c#","10240"
"2017-10-01 00:00:00","php","10860"
"2017-10-01 00:00:00","delphi","221"
"2017-10-01 00:00:00","assembly","333"
"2017-10-01 00:00:00","go","618"
"2017-10-01 00:00:00","python","16972"
"2017-10-01 00:00:00","java","14029"
"2017-10-01 00:00:00","ruby","1299"
"2017-10-01 00:00:00","c++","5227"
"2017-10-01 00:00:00","r","4546"
"2017-10-01 00:00:00","perl","333"
"2017-10-01 00:00:00","swift","3905"
"2017-11-01 00:00:00","delphi","200"
"2017-11-01 00:00:00","java","14201"
"2017-11-01 00:00:00","r","4517"
"2017-11-01 00:00:00","php","10628"
"2017-11-01 00:00:00","assembly","385"
"2017-11-01 00:00:00","c","2962"
"2017-11-01 00:00:00","perl","265"
"2017-11-01 00:00:00","c#","9814"
"2017-11-01 00:00:00","python","17011"
"2017-11-01 00:00:00","javascript","19430"
"2017-11-01 00:00:00","c++","5043"
"2017-11-01 00:00:00","go","655"
"2017-11-01 00:00:00","ruby","1177"
"2017-11-01 00:00:00","swift","3677"
"2017-12-01 00:00:00","assembly","248"
"2017-12-01 00:00:00","c++","4465"
"2017-12-01 00:00:00","c#","8622"
"2017-12-01 00:00:00","java","11998"
"2017-12-01 00:00:00","delphi","187"
"2017-12-01 00:00:00","javascript","17004"
"2017-12-01 00:00:00","go","529"
"2017-12-01 00:00:00","c","2200"
"2017-12-01 00:00:00","php","9165"
"2017-12-01 00:00:00","ruby","1022"
"2017-12-01 00:00:00","perl","237"
"2017-12-01 00:00:00","swift","3212"
"2017-12-01 00:00:00","python","14961"
"2017-12-01 00:00:00","r","3718"
"2018-01-01 00:00:00","python","16258"
"2018-01-01 00:00:00","assembly","254"
"2018-01-01 00:00:00","java","12363"
"2018-01-01 00:00:00","javascript","18946"
"2018-01-01 00:00:00","c#","9398"
"2018-01-01 00:00:00","c","2221"
"2018-01-01 00:00:00","c++","4764"
"2018-01-01 00:00:00","ruby","1163"
"2018-01-01 00:00:00","swift","3759"
"2018-01-01 00:00:00","perl","245"
"2018-01-01 00:00:00","delphi","195"
"2018-01-01 00:00:00","php","10151"
"2018-01-01 00:00:00","go","546"
"2018-01-01 00:00:00","r","4202"
"2018-02-01 00:00:00","java","12055"
"2018-02-01 00:00:00","delphi","214"
"2018-02-01 00:00:00","assembly","283"
"2018-02-01 00:00:00","c#","8595"
"2018-02-01 00:00:00","c","2151"
"2018-02-01 00:00:00","python","16352"
"2018-02-01 00:00:00","go","583"
"2018-02-01 00:00:00","c++","4577"
"2018-02-01 00:00:00","javascript","17239"
"2018-02-01 00:00:00","ruby","1032"
"2018-02-01 00:00:00","perl","231"
"2018-02-01 00:00:00","swift","3417"
"2018-02-01 00:00:00","r","4509"
"2018-02-01 00:00:00","php","9166"
"2018-03-01 00:00:00","assembly","318"
"2018-03-01 00:00:00","javascript","19179"
"2018-03-01 00:00:00","c#","9811"
"2018-03-01 00:00:00","c","2479"
"2018-03-01 00:00:00","python","17923"
"2018-03-01 00:00:00","c++","5196"
"2018-03-01 00:00:00","delphi","218"
"2018-03-01 00:00:00","go","612"
"2018-03-01 00:00:00","perl","289"
"2018-03-01 00:00:00","ruby","1063"
"2018-03-01 00:00:00","java","13594"
"2018-03-01 00:00:00","php","9872"
"2018-03-01 00:00:00","r","5107"
"2018-03-01 00:00:00","swift","4068"
"2018-04-01 00:00:00","java","13519"
"2018-04-01 00:00:00","assembly","321"
"2018-04-01 00:00:00","c","2200"
"2018-04-01 00:00:00","c#","9259"
"2018-04-01 00:00:00","javascript","17979"
"2018-04-01 00:00:00","php","8957"
"2018-04-01 00:00:00","c++","4673"
"2018-04-01 00:00:00","delphi","204"
"2018-04-01 00:00:00","perl","254"
"2018-04-01 00:00:00","python","17000"
"2018-04-01 00:00:00","r","4738"
"2018-04-01 00:00:00","go","622"
"2018-04-01 00:00:00","ruby","989"
"2018-04-01 00:00:00","swift","3580"
"2018-05-01 00:00:00","assembly","297"
"2018-05-01 00:00:00","c#","9946"
"2018-05-01 00:00:00","c++","4700"
"2018-05-01 00:00:00","python","17594"
"2018-05-01 00:00:00","go","635"
"2018-05-01 00:00:00","javascript","18093"
"2018-05-01 00:00:00","c","2377"
"2018-05-01 00:00:00","java","13492"
"2018-05-01 00:00:00","delphi","193"
"2018-05-01 00:00:00","ruby","1035"
"2018-05-01 00:00:00","perl","242"
"2018-05-01 00:00:00","swift","3629"
"2018-05-01 00:00:00","php","9494"
"2018-05-01 00:00:00","r","4733"
"2018-06-01 00:00:00","c","1841"
"2018-06-01 00:00:00","c#","8802"
"2018-06-01 00:00:00","assembly","208"
"2018-06-01 00:00:00","c++","4110"
"2018-06-01 00:00:00","java","11817"
"2018-06-01 00:00:00","delphi","186"
"2018-06-01 00:00:00","perl","239"
"2018-06-01 00:00:00","javascript","17203"
"2018-06-01 00:00:00","r","4498"
"2018-06-01 00:00:00","go","677"
"2018-06-01 00:00:00","php","8465"
"2018-06-01 00:00:00","python","16836"
"2018-06-01 00:00:00","ruby","993"
"2018-06-01 00:00:00","swift","3157"
"2018-07-01 00:00:00","delphi","206"
"2018-07-01 00:00:00","java","11780"
"2018-07-01 00:00:00","assembly","182"
"2018-07-01 00:00:00","c#","9424"
"2018-07-01 00:00:00","go","696"
"2018-07-01 00:00:00","c","1606"
"2018-07-01 00:00:00","perl","245"
"2018-07-01 00:00:00","python","17957"
"2018-07-01 00:00:00","r","4408"
"2018-07-01 00:00:00","javascript","17829"
"2018-07-01 00:00:00","php","8583"
"2018-07-01 00:00:00","c++","3920"
"2018-07-01 00:00:00","ruby","942"
"2018-07-01 00:00:00","swift","3679"
"2018-08-01 00:00:00","assembly","181"
"2018-08-01 00:00:00","c#","9533"
"2018-08-01 00:00:00","python","17834"
"2018-08-01 00:00:00","c","1696"
"2018-08-01 00:00:00","java","11382"
"2018-08-01 00:00:00","delphi","205"
"2018-08-01 00:00:00","c++","3937"
"2018-08-01 00:00:00","go","710"
"2018-08-01 00:00:00","perl","227"
"2018-08-01 00:00:00","javascript","17933"
"2018-08-01 00:00:00","ruby","882"
"2018-08-01 00:00:00","php","8554"
"2018-08-01 00:00:00","r","4130"
"2018-08-01 00:00:00","swift","3595"
"2018-09-01 00:00:00","c#","8419"
"2018-09-01 00:00:00","c++","3776"
"2018-09-01 00:00:00","python","16107"
"2018-09-01 00:00:00","c","1857"
"2018-09-01 00:00:00","assembly","263"
"2018-09-01 00:00:00","javascript","16080"
"2018-09-01 00:00:00","delphi","182"
"2018-09-01 00:00:00","go","678"
"2018-09-01 00:00:00","perl","207"
"2018-09-01 00:00:00","php","7749"
"2018-09-01 00:00:00","java","10838"
"2018-09-01 00:00:00","ruby","782"
"2018-09-01 00:00:00","r","3798"
"2018-09-01 00:00:00","swift","3152"
"2018-10-01 00:00:00","delphi","226"
"2018-10-01 00:00:00","java","12629"
"2018-10-01 00:00:00","php","8285"
"2018-10-01 00:00:00","r","4388"
"2018-10-01 00:00:00","c#","9386"
"2018-10-01 00:00:00","c","2484"
"2018-10-01 00:00:00","c++","4352"
"2018-10-01 00:00:00","assembly","328"
"2018-10-01 00:00:00","go","798"
"2018-10-01 00:00:00","javascript","17531"
"2018-10-01 00:00:00","ruby","905"
"2018-10-01 00:00:00","perl","280"
"2018-10-01 00:00:00","swift","3295"
"2018-10-01 00:00:00","python","18274"
"2018-11-01 00:00:00","javascript","16294"
"2018-11-01 00:00:00","go","721"
"2018-11-01 00:00:00","python","18158"
"2018-11-01 00:00:00","c","2564"
"2018-11-01 00:00:00","c#","8540"
"2018-11-01 00:00:00","assembly","310"
"2018-11-01 00:00:00","java","11859"
"2018-11-01 00:00:00","c++","4404"
"2018-11-01 00:00:00","perl","238"
"2018-11-01 00:00:00","ruby","837"
"2018-11-01 00:00:00","delphi","181"
"2018-11-01 00:00:00","swift","3000"
"2018-11-01 00:00:00","r","4271"
"2018-11-01 00:00:00","php","7205"
"2018-12-01 00:00:00","javascript","14393"
"2018-12-01 00:00:00","java","10585"
"2018-12-01 00:00:00","c#","7617"
"2018-12-01 00:00:00","c","2233"
"2018-12-01 00:00:00","php","6325"
"2018-12-01 00:00:00","python","15879"
"2018-12-01 00:00:00","c++","3611"
"2018-12-01 00:00:00","assembly","234"
"2018-12-01 00:00:00","ruby","810"
"2018-12-01 00:00:00","delphi","176"
"2018-12-01 00:00:00","swift","2798"
"2018-12-01 00:00:00","perl","221"
"2018-12-01 00:00:00","go","660"
"2018-12-01 00:00:00","r","3436"
"2019-01-01 00:00:00","delphi","218"
"2019-01-01 00:00:00","java","11163"
"2019-01-01 00:00:00","assembly","227"
"2019-01-01 00:00:00","c#","8836"
"2019-01-01 00:00:00","go","666"
"2019-01-01 00:00:00","c","2321"
"2019-01-01 00:00:00","perl","266"
"2019-01-01 00:00:00","python","17118"
"2019-01-01 00:00:00","r","3984"
"2019-01-01 00:00:00","javascript","16122"
"2019-01-01 00:00:00","php","7301"
"2019-01-01 00:00:00","c++","3946"
"2019-01-01 00:00:00","ruby","919"
"2019-01-01 00:00:00","swift","2930"
"2019-02-01 00:00:00","assembly","229"
"2019-02-01 00:00:00","c#","8433"
"2019-02-01 00:00:00","python","17687"
"2019-02-01 00:00:00","c","2082"
"2019-02-01 00:00:00","java","11123"
"2019-02-01 00:00:00","delphi","193"
"2019-02-01 00:00:00","c++","3785"
"2019-02-01 00:00:00","go","633"
"2019-02-01 00:00:00","perl","254"
"2019-02-01 00:00:00","javascript","15819"
"2019-02-01 00:00:00","ruby","786"
"2019-02-01 00:00:00","php","7422"
"2019-02-01 00:00:00","r","4293"
"2019-02-01 00:00:00","swift","2704"
"2019-03-01 00:00:00","java","12210"
"2019-03-01 00:00:00","c++","4493"
"2019-03-01 00:00:00","delphi","188"
"2019-03-01 00:00:00","assembly","284"
"2019-03-01 00:00:00","javascript","17484"
"2019-03-01 00:00:00","c","2415"
"2019-03-01 00:00:00","c#","9043"
"2019-03-01 00:00:00","php","7908"
"2019-03-01 00:00:00","go","726"
"2019-03-01 00:00:00","perl","234"
"2019-03-01 00:00:00","python","20071"
"2019-03-01 00:00:00","r","4548"
"2019-03-01 00:00:00","ruby","849"
"2019-03-01 00:00:00","swift","2969"
"2019-04-01 00:00:00","delphi","207"
"2019-04-01 00:00:00","javascript","16307"
"2019-04-01 00:00:00","assembly","317"
"2019-04-01 00:00:00","c#","9197"
"2019-04-01 00:00:00","php","7348"
"2019-04-01 00:00:00","c++","4441"
"2019-04-01 00:00:00","c","2463"
"2019-04-01 00:00:00","go","655"
"2019-04-01 00:00:00","java","11301"
"2019-04-01 00:00:00","swift","3110"
"2019-04-01 00:00:00","python","19970"
"2019-04-01 00:00:00","ruby","767"
"2019-04-01 00:00:00","perl","207"
"2019-04-01 00:00:00","r","4643"
"2019-05-01 00:00:00","c#","9111"
"2019-05-01 00:00:00","assembly","247"
"2019-05-01 00:00:00","c","2138"
"2019-05-01 00:00:00","delphi","172"
"2019-05-01 00:00:00","javascript","16262"
"2019-05-01 00:00:00","perl","223"
"2019-05-01 00:00:00","java","11248"
"2019-05-01 00:00:00","go","679"
"2019-05-01 00:00:00","c++","4183"
"2019-05-01 00:00:00","php","7107"
"2019-05-01 00:00:00","r","4344"
"2019-05-01 00:00:00","python","19051"
"2019-05-01 00:00:00","swift","3135"
"2019-05-01 00:00:00","ruby","760"
"2019-06-01 00:00:00","java","9749"
"2019-06-01 00:00:00","javascript","14934"
"2019-06-01 00:00:00","c#","7678"
"2019-06-01 00:00:00","go","535"
"2019-06-01 00:00:00","assembly","204"
"2019-06-01 00:00:00","php","6119"
"2019-06-01 00:00:00","c++","3701"
"2019-06-01 00:00:00","c","1761"
"2019-06-01 00:00:00","python","17401"
"2019-06-01 00:00:00","perl","236"
"2019-06-01 00:00:00","ruby","704"
"2019-06-01 00:00:00","delphi","135"
"2019-06-01 00:00:00","swift","3116"
"2019-06-01 00:00:00","r","3992"
"2019-07-01 00:00:00","delphi","164"
"2019-07-01 00:00:00","assembly","188"
"2019-07-01 00:00:00","c++","4270"
"2019-07-01 00:00:00","c","1762"
"2019-07-01 00:00:00","c#","8459"
"2019-07-01 00:00:00","java","10862"
"2019-07-01 00:00:00","python","19812"
"2019-07-01 00:00:00","perl","237"
"2019-07-01 00:00:00","javascript","16183"
"2019-07-01 00:00:00","r","4219"
"2019-07-01 00:00:00","ruby","759"
"2019-07-01 00:00:00","go","638"
"2019-07-01 00:00:00","swift","3055"
"2019-07-01 00:00:00","php","6690"
"2019-08-01 00:00:00","c#","7729"
"2019-08-01 00:00:00","c","1558"
"2019-08-01 00:00:00","c++","3302"
"2019-08-01 00:00:00","python","18098"
"2019-08-01 00:00:00","delphi","174"
"2019-08-01 00:00:00","go","637"
"2019-08-01 00:00:00","javascript","15259"
"2019-08-01 00:00:00","assembly","168"
"2019-08-01 00:00:00","php","5835"
"2019-08-01 00:00:00","java","9122"
"2019-08-01 00:00:00","ruby","779"
"2019-08-01 00:00:00","perl","196"
"2019-08-01 00:00:00","swift","2558"
"2019-08-01 00:00:00","r","3956"
"2019-09-01 00:00:00","java","9703"
"2019-09-01 00:00:00","c","2013"
"2019-09-01 00:00:00","c#","7861"
"2019-09-01 00:00:00","assembly","221"
"2019-09-01 00:00:00","javascript","14901"
"2019-09-01 00:00:00","c++","3786"
"2019-09-01 00:00:00","delphi","145"
"2019-09-01 00:00:00","php","5596"
"2019-09-01 00:00:00","go","624"
"2019-09-01 00:00:00","perl","199"
"2019-09-01 00:00:00","python","16926"
"2019-09-01 00:00:00","r","3950"
"2019-09-01 00:00:00","ruby","720"
"2019-09-01 00:00:00","swift","2565"
"2019-10-01 00:00:00","c#","8430"
"2019-10-01 00:00:00","assembly","316"
"2019-10-01 00:00:00","c++","4848"
"2019-10-01 00:00:00","python","20504"
"2019-10-01 00:00:00","javascript","16014"
"2019-10-01 00:00:00","go","642"
"2019-10-01 00:00:00","c","2489"
"2019-10-01 00:00:00","delphi","153"
"2019-10-01 00:00:00","java","11254"
"2019-10-01 00:00:00","perl","209"
"2019-10-01 00:00:00","ruby","850"
"2019-10-01 00:00:00","php","6110"
"2019-10-01 00:00:00","swift","3118"
"2019-10-01 00:00:00","r","4394"
"2019-11-01 00:00:00","assembly","283"
"2019-11-01 00:00:00","c","2521"
"2019-11-01 00:00:00","c#","8043"
"2019-11-01 00:00:00","c++","4745"
"2019-11-01 00:00:00","perl","223"
"2019-11-01 00:00:00","java","10355"
"2019-11-01 00:00:00","delphi","172"
"2019-11-01 00:00:00","javascript","15782"
"2019-11-01 00:00:00","php","6124"
"2019-11-01 00:00:00","r","4293"
"2019-11-01 00:00:00","go","612"
"2019-11-01 00:00:00","python","20670"
"2019-11-01 00:00:00","ruby","684"
"2019-11-01 00:00:00","swift","2897"
"2019-12-01 00:00:00","assembly","245"
"2019-12-01 00:00:00","delphi","128"
"2019-12-01 00:00:00","java","9077"
"2019-12-01 00:00:00","c#","7231"
"2019-12-01 00:00:00","go","620"
"2019-12-01 00:00:00","python","18187"
"2019-12-01 00:00:00","c","2163"
"2019-12-01 00:00:00","c++","4220"
"2019-12-01 00:00:00","perl","158"
"2019-12-01 00:00:00","ruby","670"
"2019-12-01 00:00:00","javascript","14342"
"2019-12-01 00:00:00","swift","2679"
"2019-12-01 00:00:00","r","3748"
"2019-12-01 00:00:00","php","5261"
"2020-01-01 00:00:00","assembly","231"
"2020-01-01 00:00:00","c#","7836"
"2020-01-01 00:00:00","c","2057"
"2020-01-01 00:00:00","python","20083"
"2020-01-01 00:00:00","java","10022"
"2020-01-01 00:00:00","delphi","166"
"2020-01-01 00:00:00","perl","165"
"2020-01-01 00:00:00","c++","4252"
"2020-01-01 00:00:00","r","4157"
"2020-01-01 00:00:00","go","654"
"2020-01-01 00:00:00","ruby","767"
"2020-01-01 00:00:00","javascript","16073"
"2020-01-01 00:00:00","swift","2912"
"2020-01-01 00:00:00","php","5926"
"2020-02-01 00:00:00","c#","7745"
"2020-02-01 00:00:00","c","1997"
"2020-02-01 00:00:00","c++","4116"
"2020-02-01 00:00:00","python","20149"
"2020-02-01 00:00:00","delphi","156"
"2020-02-01 00:00:00","go","668"
"2020-02-01 00:00:00","javascript","15808"
"2020-02-01 00:00:00","assembly","271"
"2020-02-01 00:00:00","php","5718"
"2020-02-01 00:00:00","java","10111"
"2020-02-01 00:00:00","ruby","654"
"2020-02-01 00:00:00","perl","180"
"2020-02-01 00:00:00","swift","2770"
"2020-02-01 00:00:00","r","4699"
"2020-03-01 00:00:00","java","11135"
"2020-03-01 00:00:00","go","659"
"2020-03-01 00:00:00","c","2501"
"2020-03-01 00:00:00","delphi","168"
"2020-03-01 00:00:00","c#","7828"
"2020-03-01 00:00:00","python","22830"
"2020-03-01 00:00:00","c++","4674"
"2020-03-01 00:00:00","assembly","299"
"2020-03-01 00:00:00","javascript","17636"
"2020-03-01 00:00:00","perl","201"
"2020-03-01 00:00:00","r","5133"
"2020-03-01 00:00:00","php","5723"
"2020-03-01 00:00:00","swift","2931"
"2020-03-01 00:00:00","ruby","712"
"2020-04-01 00:00:00","java","12708"
"2020-04-01 00:00:00","assembly","381"
"2020-04-01 00:00:00","c++","6250"
"2020-04-01 00:00:00","c#","8640"
"2020-04-01 00:00:00","c","3265"
"2020-04-01 00:00:00","delphi","232"
"2020-04-01 00:00:00","javascript","21001"
"2020-04-01 00:00:00","go","805"
"2020-04-01 00:00:00","perl","220"
"2020-04-01 00:00:00","php","6708"
"2020-04-01 00:00:00","ruby","771"
"2020-04-01 00:00:00","python","27791"
"2020-04-01 00:00:00","swift","3466"
"2020-04-01 00:00:00","r","6180"
"2020-05-01 00:00:00","java","12798"
"2020-05-01 00:00:00","c#","8960"
"2020-05-01 00:00:00","assembly","362"
"2020-05-01 00:00:00","delphi","204"
"2020-05-01 00:00:00","c","3444"
"2020-05-01 00:00:00","javascript","22564"
"2020-05-01 00:00:00","go","779"
"2020-05-01 00:00:00","c++","6628"
"2020-05-01 00:00:00","php","6973"
"2020-05-01 00:00:00","python","30932"
"2020-05-01 00:00:00","perl","215"
"2020-05-01 00:00:00","ruby","721"
"2020-05-01 00:00:00","r","6259"
"2020-05-01 00:00:00","swift","3672"
"2020-06-01 00:00:00","delphi","214"
"2020-06-01 00:00:00","java","12709"
"2020-06-01 00:00:00","c++","6076"
"2020-06-01 00:00:00","c","2717"
"2020-06-01 00:00:00","php","6988"
"2020-06-01 00:00:00","assembly","350"
"2020-06-01 00:00:00","c#","8885"
"2020-06-01 00:00:00","go","755"
"2020-06-01 00:00:00","javascript","22915"
"2020-06-01 00:00:00","perl","201"
"2020-06-01 00:00:00","python","31164"
"2020-06-01 00:00:00","r","6184"
"2020-06-01 00:00:00","ruby","665"
"2020-06-01 00:00:00","swift","3664"
"2020-07-01 00:00:00","delphi","208"
"2020-07-01 00:00:00","java","12282"
"2020-07-01 00:00:00","javascript","23067"
"2020-07-01 00:00:00","c++","5561"
"2020-07-01 00:00:00","c#","8784"
"2020-07-01 00:00:00","assembly","282"
"2020-07-01 00:00:00","c","2219"
"2020-07-01 00:00:00","python","30257"
"2020-07-01 00:00:00","php","6852"
"2020-07-01 00:00:00","r","5601"
"2020-07-01 00:00:00","go","699"
"2020-07-01 00:00:00","ruby","756"
"2020-07-01 00:00:00","perl","177"
"2020-07-01 00:00:00","swift","3445"
"2020-08-01 00:00:00","delphi","188"
"2020-08-01 00:00:00","javascript","20633"
"2020-08-01 00:00:00","perl","193"
"2020-08-01 00:00:00","java","10963"
"2020-08-01 00:00:00","assembly","273"
"2020-08-01 00:00:00","c#","7973"
"2020-08-01 00:00:00","r","5079"
"2020-08-01 00:00:00","c","2014"
"2020-08-01 00:00:00","python","26302"
"2020-08-01 00:00:00","php","5783"
"2020-08-01 00:00:00","c++","5087"
"2020-08-01 00:00:00","go","763"
"2020-08-01 00:00:00","ruby","604"
"2020-08-01 00:00:00","swift","3122"
"2020-09-01 00:00:00","java","10733"
"2020-09-01 00:00:00","delphi","182"
"2020-09-01 00:00:00","c","2281"
"2020-09-01 00:00:00","c#","7266"
"2020-09-01 00:00:00","javascript","19493"
"2020-09-01 00:00:00","assembly","306"
"2020-09-01 00:00:00","c++","4231"
"2020-09-01 00:00:00","go","812"
"2020-09-01 00:00:00","r","5388"
"2020-09-01 00:00:00","perl","166"
"2020-09-01 00:00:00","ruby","571"
"2020-09-01 00:00:00","python","25052"
"2020-09-01 00:00:00","swift","3011"
"2020-09-01 00:00:00","php","5633"
"2020-10-01 00:00:00","c#","7000"
"2020-10-01 00:00:00","c++","4718"
"2020-10-01 00:00:00","python","26445"
"2020-10-01 00:00:00","assembly","381"
"2020-10-01 00:00:00","java","10764"
"2020-10-01 00:00:00","c","2522"
"2020-10-01 00:00:00","go","649"
"2020-10-01 00:00:00","javascript","19154"
"2020-10-01 00:00:00","delphi","194"
"2020-10-01 00:00:00","ruby","550"
"2020-10-01 00:00:00","r","5797"
"2020-10-01 00:00:00","swift","2750"
"2020-10-01 00:00:00","perl","175"
"2020-10-01 00:00:00","php","5451"
"2020-11-01 00:00:00","c","2899"
"2020-11-01 00:00:00","delphi","210"
"2020-11-01 00:00:00","go","601"
"2020-11-01 00:00:00","javascript","18163"
"2020-11-01 00:00:00","java","10290"
"2020-11-01 00:00:00","c#","6799"
"2020-11-01 00:00:00","assembly","412"
"2020-11-01 00:00:00","python","25997"
"2020-11-01 00:00:00","perl","152"
"2020-11-01 00:00:00","c++","4739"
"2020-11-01 00:00:00","php","5544"
"2020-11-01 00:00:00","ruby","587"
"2020-11-01 00:00:00","r","5628"
"2020-11-01 00:00:00","swift","2626"
"2020-12-01 00:00:00","delphi","213"
